hgnc	ens
AP4M1	ENSG00000221838
WASH8P	ENSG00000226210
COL5A1	ENSG00000130635
EN2	ENSG00000164778
RADX	ENSG00000147231
GBP1P1	ENSG00000225492
MIR646HG	ENSG00000228340
TMEM267	ENSG00000151881
RERG	ENSG00000134533
SLC25A36	ENSG00000114120
TK2	ENSG00000166548
NIBAN2	ENSG00000136830
LINC00520	ENSG00000258791
ZNF286B	ENSG00000249459
PEX10	ENSG00000157911
EIF3J	ENSG00000104131
GIMAP2	ENSG00000106560
GOLGA8B	ENSG00000215252
FUCA1	ENSG00000179163
NANOG	ENSG00000111704
PAIP2B	ENSG00000124374
SMYD5	ENSG00000135632
	ENSG00000281741
NMI	ENSG00000123609
LINC00623	ENSG00000226067
MICU2	ENSG00000165487
RBM33	ENSG00000184863
	ENSG00000284534
E2F1	ENSG00000101412
C5orf34-AS1	ENSG00000248554
RASA3	ENSG00000185989
C5orf34	ENSG00000172244
ECHDC3	ENSG00000134463
PELI2	ENSG00000139946
OXA1L	ENSG00000155463
PARP9	ENSG00000138496
NIPBL-DT	ENSG00000285967
PIAS1	ENSG00000033800
EEF1A1P19	ENSG00000249855
PXMP4	ENSG00000101417
CALCRL	ENSG00000064989
MCU	ENSG00000156026
ARPP19	ENSG00000128989
MAGED4	ENSG00000154545
ABRAXAS2	ENSG00000165660
RPN2	ENSG00000118705
NDUFA4	ENSG00000189043
	ENSG00000279481
FAM86C2P	ENSG00000160172
ZNF827	ENSG00000151612
SPG11	ENSG00000104133
	ENSG00000216895
EMILIN1	ENSG00000138080
ZNF341	ENSG00000131061
PROSER2	ENSG00000148426
GPC6	ENSG00000183098
EPAS1	ENSG00000116016
ENOX1	ENSG00000120658
	ENSG00000273599
FLRT3	ENSG00000125848
SLC43A2	ENSG00000167703
CTBP2	ENSG00000175029
C12orf66	ENSG00000174206
CFAP221	ENSG00000163075
SLC4A7	ENSG00000033867
DUXAP8	ENSG00000206195
CCDC102B	ENSG00000150636
LRRC42	ENSG00000116212
SNX10	ENSG00000086300
	ENSG00000259380
MALSU1	ENSG00000156928
CNR2	ENSG00000188822
DTX3L	ENSG00000163840
IGF2BP3	ENSG00000136231
TNFAIP6	ENSG00000123610
USP30	ENSG00000135093
IGSF10	ENSG00000152580
LRRC8C	ENSG00000171488
GTF2A1	ENSG00000165417
PPAT	ENSG00000128059
PTPN2	ENSG00000175354
	ENSG00000260007
LRRC8B	ENSG00000197147
NUP50-DT	ENSG00000226328
SCN4B	ENSG00000177098
TFPI	ENSG00000003436
UTP3	ENSG00000132467
GIMAP5	ENSG00000196329
TFRC	ENSG00000072274
	ENSG00000286141
	ENSG00000227827
MAPKAPK5	ENSG00000089022
TESMIN	ENSG00000132749
FZD9	ENSG00000188763
RUFY3	ENSG00000018189
TAMM41	ENSG00000144559
ABCD3	ENSG00000117528
	ENSG00000275620
NKAIN4	ENSG00000101198
SELENBP1	ENSG00000143416
PNRC2	ENSG00000189266
C1RL-AS1	ENSG00000205885
LZTR1	ENSG00000099949
LARP4	ENSG00000161813
LRRC8D	ENSG00000171492
RBP5	ENSG00000139194
NCR3LG1	ENSG00000188211
MROH8	ENSG00000101353
PLEKHB2	ENSG00000115762
AMIGO1	ENSG00000181754
	ENSG00000260196
ERVH-1	ENSG00000251292
PPARGC1A	ENSG00000109819
SRL	ENSG00000185739
CSF1	ENSG00000184371
GCNT2	ENSG00000111846
C1R	ENSG00000159403
TSG101	ENSG00000074319
KLF4	ENSG00000136826
CPOX	ENSG00000080819
NDUFC2	ENSG00000151366
SEC24D	ENSG00000150961
NUDT9	ENSG00000170502
SCN2A	ENSG00000136531
EP300	ENSG00000100393
EFR3A	ENSG00000132294
LINC01569	ENSG00000262468
SCAMP1-AS1	ENSG00000245556
CCDC122	ENSG00000151773
KCTD14	ENSG00000151364
MAPKAPK5-AS1	ENSG00000234608
SLTM	ENSG00000137776
PDGFC	ENSG00000145431
NDUFC2-KCTD14	ENSG00000259112
LINC00346	ENSG00000255874
LACC1	ENSG00000179630
ACOT9	ENSG00000123130
ZRANB1	ENSG00000019995
BLK	ENSG00000136573
SCEL	ENSG00000136155
HMGB2	ENSG00000164104
NPIPA7	ENSG00000214967
ZNF727	ENSG00000214652
SERF1A	ENSG00000172058
TFAP4	ENSG00000090447
NBPF2P	ENSG00000227001
MIGA1	ENSG00000180488
DMC1	ENSG00000100206
LHX6	ENSG00000106852
	ENSG00000284620
THAP12	ENSG00000137492
BAZ1B	ENSG00000009954
SAP30-DT	ENSG00000272870
STX18	ENSG00000168818
SAP30	ENSG00000164105
TLR2	ENSG00000137462
RPS6KA1	ENSG00000117676
HERC2P2	ENSG00000276550
C1RL	ENSG00000139178
ASS1	ENSG00000130707
RNF20	ENSG00000155827
SPRED1	ENSG00000166068
MRPL39	ENSG00000154719
KCTD19	ENSG00000168676
GREB1	ENSG00000196208
	ENSG00000214870
RNF122	ENSG00000133874
PARN	ENSG00000140694
MYSM1	ENSG00000162601
C11orf80	ENSG00000173715
FABP5	ENSG00000164687
PRADC1	ENSG00000135617
STARD13	ENSG00000133121
ZFHX4	ENSG00000091656
ZNF532	ENSG00000074657
PGAP2	ENSG00000148985
PLOD1	ENSG00000083444
CRIPT	ENSG00000119878
ZNF521	ENSG00000198795
KAZALD1	ENSG00000107821
	ENSG00000279689
FUT11	ENSG00000196968
KATNAL1	ENSG00000102781
THOC1	ENSG00000079134
SEC24C	ENSG00000176986
ELP3	ENSG00000134014
RHOQ	ENSG00000119729
	ENSG00000237414
PLEKHG4	ENSG00000196155
EEF1A2	ENSG00000101210
DDX3Y	ENSG00000067048
ATP6V1E2	ENSG00000250565
LINC01609	ENSG00000253103
LINC01638	ENSG00000233521
MINDY2	ENSG00000128923
PIGF	ENSG00000151665
STON2	ENSG00000140022
ALDH3A1	ENSG00000108602
NSG1	ENSG00000168824
SLC36A4	ENSG00000180773
SDSL	ENSG00000139410
PMP2	ENSG00000147588
PSMD6-AS1	ENSG00000243410
PSMD6	ENSG00000163636
OR2H2	ENSG00000204657
RABL3	ENSG00000144840
ARSD	ENSG00000006756
HNMT	ENSG00000150540
FABP4	ENSG00000170323
ABLIM2	ENSG00000163995
PHF14	ENSG00000106443
RNF111	ENSG00000157450
FTH1P11	ENSG00000237264
ARSD-AS1	ENSG00000229851
NDUFB11	ENSG00000147123
CNNM4	ENSG00000158158
SDS	ENSG00000135094
RCE1	ENSG00000173653
PCDH11Y	ENSG00000099715
STX4	ENSG00000103496
RNF4	ENSG00000063978
GTF2E1	ENSG00000153767
PDCL3	ENSG00000115539
TEDC1	ENSG00000185347
RBM10	ENSG00000182872
PLEKHN1	ENSG00000187583
	ENSG00000280327
TELO2	ENSG00000100726
CAPRIN2	ENSG00000110888
FAM98B	ENSG00000171262
KIFBP	ENSG00000198954
STXBP3	ENSG00000116266
UCN2	ENSG00000145040
VIM	ENSG00000026025
PSMC3	ENSG00000165916
PFKFB4	ENSG00000114268
NEXN	ENSG00000162614
FAM72B	ENSG00000188610
PIK3R5	ENSG00000141506
MARK3	ENSG00000075413
PPDPF	ENSG00000125534
SRGAP2C	ENSG00000171943
NUP88	ENSG00000108559
ASB4	ENSG00000005981
DEPDC1	ENSG00000024526
PTK6	ENSG00000101213
CREM	ENSG00000095794
EHBP1	ENSG00000115504
GOLT1B	ENSG00000111711
TUSC1	ENSG00000198680
PERM1	ENSG00000187642
NOXA1	ENSG00000188747
UPF2	ENSG00000151461
GVQW3	ENSG00000179240
USP14	ENSG00000101557
IFT140	ENSG00000187535
CD226	ENSG00000150637
XKR9	ENSG00000221947
ZNF736	ENSG00000234444
	ENSG00000255135
EIF2B4	ENSG00000115211
DHX33	ENSG00000005100
FAM214A	ENSG00000047346
EYA1	ENSG00000104313
RAB13	ENSG00000143545
SLC37A2	ENSG00000134955
SRSF10	ENSG00000188529
	ENSG00000279221
OCIAD1	ENSG00000109180
DOK6	ENSG00000206052
SYNJ1	ENSG00000159082
GRINA	ENSG00000178719
RNASE6	ENSG00000169413
FTH1P7	ENSG00000232187
TMEM176B	ENSG00000106565
RNASE1	ENSG00000129538
GNAI3	ENSG00000065135
TALDO1	ENSG00000177156
NUP98	ENSG00000110713
	ENSG00000282386
JTB	ENSG00000143543
TMEM177	ENSG00000144120
KDM1B	ENSG00000165097
DGCR2	ENSG00000070413
	ENSG00000253829
TTN-AS1	ENSG00000237298
TACC1	ENSG00000147526
RNF128	ENSG00000133135
TMEM204	ENSG00000131634
FAM193A	ENSG00000125386
PARP10	ENSG00000178685
SCARF1	ENSG00000074660
RPAIN	ENSG00000129197
IMMT	ENSG00000132305
COBLL1	ENSG00000082438
SKIL	ENSG00000136603
PAM16	ENSG00000217930
	ENSG00000285763
TMEM176A	ENSG00000002933
	ENSG00000249102
SLC26A8	ENSG00000112053
	ENSG00000283445
	ENSG00000253642
JUN	ENSG00000177606
RAD54L	ENSG00000085999
BCOR	ENSG00000183337
FAM66B	ENSG00000215374
BBS5	ENSG00000163093
SLC39A1	ENSG00000143570
ZNF423	ENSG00000102935
	ENSG00000284070
FTLP3	ENSG00000226608
HHLA1	ENSG00000132297
ADCY2	ENSG00000078295
	ENSG00000279165
JMJD8	ENSG00000161999
DCT	ENSG00000080166
RIOK3	ENSG00000101782
PARP15	ENSG00000173200
THSD7A	ENSG00000005108
GTF3C2	ENSG00000115207
CRIP1	ENSG00000213145
AGTPBP1	ENSG00000135049
NDUFAB1	ENSG00000004779
LDHB	ENSG00000111716
CGREF1	ENSG00000138028
RPS23P8	ENSG00000230629
DUSP23	ENSG00000158716
LPCAT2	ENSG00000087253
PAMR1	ENSG00000149090
DGCR11	ENSG00000273311
DHTKD1	ENSG00000181192
ATP5PF	ENSG00000154723
ASB13	ENSG00000196372
GLIS2	ENSG00000126603
ZNF668	ENSG00000167394
SLC7A14-AS1	ENSG00000285051
ALKBH2	ENSG00000189046
SPOPL	ENSG00000144228
VASN	ENSG00000168140
LRRC41	ENSG00000132128
	ENSG00000285641
SLC7A14	ENSG00000013293
	ENSG00000285779
	ENSG00000262712
	ENSG00000280063
C1QBP	ENSG00000108561
CREB3L4	ENSG00000143578
	ENSG00000232748
CORO7	ENSG00000262246
MAP4K2	ENSG00000168067
KHK	ENSG00000138030
CLDN11	ENSG00000013297
TCEANC	ENSG00000176896
SCAMP1	ENSG00000085365
TGDS	ENSG00000088451
MTRR	ENSG00000124275
GLRB	ENSG00000109738
PORCN	ENSG00000102312
RABEP1	ENSG00000029725
	ENSG00000285854
PDE12	ENSG00000174840
STUB1	ENSG00000103266
CDH18	ENSG00000145526
GTF3C2-AS1	ENSG00000234945
NIPBL	ENSG00000164190
RNF175	ENSG00000145428
ARF4	ENSG00000168374
	ENSG00000234072
RAB9A	ENSG00000123595
NSFL1C	ENSG00000088833
AHCYL1	ENSG00000168710
NIN	ENSG00000100503
ANXA11	ENSG00000122359
CDK11B	ENSG00000248333
RRN3P1	ENSG00000248124
CPT1A	ENSG00000110090
ARSL	ENSG00000157399
REV1	ENSG00000135945
JAM2	ENSG00000154721
CCDC113	ENSG00000103021
B4GALT3	ENSG00000158850
SOCS5	ENSG00000171150
ROGDI	ENSG00000067836
PDK4	ENSG00000004799
SCRG1	ENSG00000164106
VPS41	ENSG00000006715
	ENSG00000263272
SEL1L	ENSG00000071537
ANKRD10-IT1	ENSG00000229152
ANKRD10	ENSG00000088448
MMS19	ENSG00000155229
BBS12	ENSG00000181004
F3	ENSG00000117525
NUP50	ENSG00000093000
DDB2	ENSG00000134574
GPR180	ENSG00000152749
FASTKD3	ENSG00000124279
BOLA1	ENSG00000178096
	ENSG00000280180
ARHGAP32	ENSG00000134909
MAP3K1	ENSG00000095015
TRAPPC2	ENSG00000196459
GABPA	ENSG00000154727
PPOX	ENSG00000143224
BTN3A2	ENSG00000186470
RGPD8	ENSG00000169629
TFAP2C	ENSG00000087510
NUFIP2	ENSG00000108256
FUBP3	ENSG00000107164
XYLT1	ENSG00000103489
SPARCL1	ENSG00000152583
ADCK5	ENSG00000173137
FGF2	ENSG00000138685
ERI3	ENSG00000117419
EP400P1	ENSG00000185684
SPIN2B	ENSG00000186787
ACAP1	ENSG00000072818
DOP1B	ENSG00000142197
NUDT6	ENSG00000170917
SIRPB2	ENSG00000196209
PTGES2	ENSG00000148334
GATAD1	ENSG00000157259
	ENSG00000239665
PAK1IP1	ENSG00000111845
RABGGTA	ENSG00000100949
PEX1	ENSG00000127980
HES4	ENSG00000188290
CPSF1	ENSG00000071894
PHF11	ENSG00000136147
CAAP1	ENSG00000120159
ZNF572	ENSG00000180938
	ENSG00000276791
OPA1	ENSG00000198836
LINC01234	ENSG00000249550
TXNDC9	ENSG00000115514
LINC01358	ENSG00000237352
FRMD4A	ENSG00000151474
PDZRN3	ENSG00000121440
ISG15	ENSG00000187608
CBR3	ENSG00000159231
DEK	ENSG00000124795
EMBP1	ENSG00000231752
ANKRD39	ENSG00000213337
PABPC4	ENSG00000090621
OR5A1	ENSG00000172320
TRPC4AP	ENSG00000100991
CBR3-AS1	ENSG00000236830
GINS3	ENSG00000181938
TMEM14C	ENSG00000111843
OR4D9	ENSG00000172742
CNNM3	ENSG00000168763
POLR2C	ENSG00000102978
OSBP	ENSG00000110048
EIF5B	ENSG00000158417
TAOK1	ENSG00000160551
HAND2	ENSG00000164107
SETD9	ENSG00000155542
INPP5E	ENSG00000148384
CDC16	ENSG00000130177
RBCK1	ENSG00000125826
TNS2	ENSG00000111077
RPL31	ENSG00000071082
HAND2-AS1	ENSG00000237125
CEP41	ENSG00000106477
PATL1	ENSG00000166889
DENND4C	ENSG00000137145
ANKRD23	ENSG00000163126
NTN1	ENSG00000065320
FCN1	ENSG00000085265
CDRT4	ENSG00000239704
GSS	ENSG00000100983
TVP23C	ENSG00000175106
CIAPIN1	ENSG00000005194
PRPF18	ENSG00000165630
INTS10	ENSG00000104613
ARHGEF39	ENSG00000137135
MIER3	ENSG00000155545
EFNB3	ENSG00000108947
KNTC1	ENSG00000184445
TBC1D8B	ENSG00000133138
SQLE	ENSG00000104549
OLFM1	ENSG00000130558
CHST11	ENSG00000171310
CHCHD1	ENSG00000172586
CA9	ENSG00000107159
ARHGEF7	ENSG00000102606
NAP1L6P	ENSG00000204118
TLCD3A	ENSG00000167695
UNC93B1	ENSG00000110057
ZNF646	ENSG00000167395
PARP14	ENSG00000173193
	ENSG00000280160
NDST2	ENSG00000166507
VKORC1	ENSG00000167397
CCDC107	ENSG00000159884
ANGPTL7	ENSG00000171819
TBC1D8	ENSG00000204634
MORC4	ENSG00000133131
PRSS53	ENSG00000151006
MTOR	ENSG00000198793
TVP23C-CDRT4	ENSG00000259024
METTL2B	ENSG00000165055
	ENSG00000272916
PIBF1	ENSG00000083535
TMEM260	ENSG00000070269
SFRP2	ENSG00000145423
ZSWIM8	ENSG00000214655
	ENSG00000255439
HSPBAP1	ENSG00000169087
SLC44A3	ENSG00000143036
ERVW-1	ENSG00000242950
OLA1P3	ENSG00000257966
RPLP0P6	ENSG00000213553
ACVRL1	ENSG00000139567
MRPL21	ENSG00000197345
FJX1	ENSG00000179431
NPAS2	ENSG00000170485
DHRS1	ENSG00000157379
TRIM16L	ENSG00000108448
TRIM44	ENSG00000166326
KCTD11	ENSG00000213859
HELQ	ENSG00000163312
MSI1	ENSG00000135097
HILPDA	ENSG00000135245
SPATA5	ENSG00000145375
SLAMF8	ENSG00000158714
BORA	ENSG00000136122
RPL22L1	ENSG00000163584
SLC49A4	ENSG00000138463
SYNPO2	ENSG00000172403
PTPN4	ENSG00000088179
DGKA	ENSG00000065357
NBPF3	ENSG00000142794
RSKR	ENSG00000167524
LINC02035	ENSG00000273033
MYH7B	ENSG00000078814
	ENSG00000272668
PCDH7	ENSG00000169851
CNEP1R1	ENSG00000205423
ELP1	ENSG00000070061
MDM1	ENSG00000111554
ZKSCAN5	ENSG00000196652
SV2A	ENSG00000159164
FAM160B2	ENSG00000158863
VLDLR	ENSG00000147852
MITD1	ENSG00000158411
TRIAP1	ENSG00000170855
COQ9	ENSG00000088682
ZXDB	ENSG00000198455
DIAPH2	ENSG00000147202
COX6A1	ENSG00000111775
ZNF789	ENSG00000198556
GATC	ENSG00000257218
DIS3	ENSG00000083520
PCDH18	ENSG00000189184
ALDOC	ENSG00000109107
PLEKHA1	ENSG00000107679
SRSF9	ENSG00000111786
PXYLP1	ENSG00000155893
MRPL30	ENSG00000185414
PRICKLE2	ENSG00000163637
ZNF394	ENSG00000160908
POGLUT3	ENSG00000178202
STX8	ENSG00000170310
POLM	ENSG00000122678
PAPOLG	ENSG00000115421
LIPT1	ENSG00000144182
NFU1	ENSG00000169599
PSMB4	ENSG00000159377
PEX2	ENSG00000164751
HTRA1	ENSG00000166033
DOK4	ENSG00000125170
ARID1A	ENSG00000117713
RNF144B	ENSG00000137393
PRSS21	ENSG00000007038
NRCAM	ENSG00000091129
FAM227A	ENSG00000184949
BTRC	ENSG00000166167
SLC44A3-AS1	ENSG00000224081
	ENSG00000271851
SMC3P1	ENSG00000231822
	ENSG00000236393
HEATR3	ENSG00000155393
LINC00426	ENSG00000238121
ASXL2	ENSG00000143970
TNK1	ENSG00000174292
EXOSC2	ENSG00000130713
GATD1	ENSG00000177225
RFC3	ENSG00000133119
LINC02012	ENSG00000272989
TASOR2	ENSG00000108021
EIF4B	ENSG00000063046
PKIA	ENSG00000171033
CCT7	ENSG00000135624
MLH1	ENSG00000076242
	ENSG00000270607
PLCH2	ENSG00000149527
TMEM256	ENSG00000205544
FRG2DP	ENSG00000261711
ZXDA	ENSG00000198205
MZT1	ENSG00000204899
NAV2	ENSG00000166833
	ENSG00000279356
	ENSG00000276672
PLSCR3	ENSG00000187838
ZBTB38	ENSG00000177311
TARS1	ENSG00000113407
ITPR3	ENSG00000096433
ADAM12	ENSG00000148848
IFT52	ENSG00000101052
DNAH2	ENSG00000183914
	ENSG00000205746
ESS2	ENSG00000100056
XPOT	ENSG00000184575
RPS6	ENSG00000137154
AMPD2	ENSG00000116337
	ENSG00000285628
GATA2	ENSG00000179348
GPATCH2L	ENSG00000089916
DUBR	ENSG00000243701
BMP7	ENSG00000101144
KLB	ENSG00000134962
	ENSG00000204422
NPIPB4	ENSG00000185864
RBM18	ENSG00000119446
LHFPL2	ENSG00000145685
CDCA3	ENSG00000111665
COPG2	ENSG00000158623
ZNF638	ENSG00000075292
ABHD16A	ENSG00000204427
LINC00882	ENSG00000242759
MRRF	ENSG00000148187
SMG1P7	ENSG00000261556
EXOSC6	ENSG00000223496
ACVR1B	ENSG00000135503
EPS15	ENSG00000085832
SNX13	ENSG00000071189
	ENSG00000259049
GNPNAT1	ENSG00000100522
GEMIN4	ENSG00000179409
TTYH3	ENSG00000136295
LDLRAD3	ENSG00000179241
WHAMMP3	ENSG00000276141
EIF5A2	ENSG00000163577
	ENSG00000225106
CDH4	ENSG00000179242
SERP2	ENSG00000151778
CNTN3	ENSG00000113805
DDX23	ENSG00000174243
CHMP4B	ENSG00000101421
UNG	ENSG00000076248
	ENSG00000282012
	ENSG00000274253
NR4A2	ENSG00000153234
PPP1R26	ENSG00000196422
SLC41A2	ENSG00000136052
LINC02506	ENSG00000251129
NIPA1	ENSG00000170113
TTL	ENSG00000114999
SLC7A11	ENSG00000151012
	ENSG00000257337
TRA2A	ENSG00000164548
NUDT18	ENSG00000275074
USP53	ENSG00000145390
ALDH3B1	ENSG00000006534
PPP1R26-AS1	ENSG00000225361
LPL	ENSG00000175445
EEF1A1P5	ENSG00000196205
CEP126	ENSG00000110318
UNC119	ENSG00000109103
ID4	ENSG00000172201
EIF2S2	ENSG00000125977
SLC39A14	ENSG00000104635
KIF3C	ENSG00000084731
SPRYD3	ENSG00000167778
COMMD9	ENSG00000110442
STRA6	ENSG00000137868
PPP4C	ENSG00000149923
MEST	ENSG00000106484
NSMF	ENSG00000165802
ZNF655	ENSG00000197343
EXPH5	ENSG00000110723
RALY-AS1	ENSG00000285230
HNRNPA3P6	ENSG00000213300
MXRA5	ENSG00000101825
RALY	ENSG00000125970
DLGAP1	ENSG00000170579
TBK1	ENSG00000183735
SPAG5	ENSG00000076382
SF3B4	ENSG00000143368
STRIP1	ENSG00000143093
P4HA1	ENSG00000122884
MRPS18C	ENSG00000163319
LMBR1	ENSG00000105983
CSDE1	ENSG00000009307
WASHC4	ENSG00000136051
POLL	ENSG00000166169
SYT1	ENSG00000067715
DNMT3B	ENSG00000088305
ORAI1	ENSG00000276045
EBP	ENSG00000147155
ABRAXAS1	ENSG00000163322
ANKS1B	ENSG00000185046
	ENSG00000258634
MRPS2	ENSG00000122140
FOLH1	ENSG00000086205
DYNC1I1	ENSG00000158560
GNAZ	ENSG00000128266
TBC1D25	ENSG00000068354
C9orf116	ENSG00000160345
	ENSG00000279672
PRXL2C	ENSG00000158122
DDX51	ENSG00000185163
	ENSG00000255284
CCDC126	ENSG00000169193
JAGN1	ENSG00000171135
LCMT2	ENSG00000168806
MORN3	ENSG00000139714
FAM200A	ENSG00000221909
RAB36	ENSG00000100228
PSEN1	ENSG00000080815
	ENSG00000278891
PYM1	ENSG00000170473
RBM19	ENSG00000122965
ZNF510	ENSG00000081386
KIAA0100	ENSG00000007202
SEC16A	ENSG00000148396
IGHMBP2	ENSG00000132740
PAIP1	ENSG00000172239
UQCC2	ENSG00000137288
KDM6B	ENSG00000132510
ARMC10	ENSG00000170632
FHAD1	ENSG00000142621
LINC02605	ENSG00000261618
	ENSG00000285744
	ENSG00000257894
LINC01492	ENSG00000225564
ALDH1L2	ENSG00000136010
TSTA3	ENSG00000104522
HMGB1	ENSG00000189403
UTY	ENSG00000183878
ZC2HC1A	ENSG00000104427
SRP72	ENSG00000174780
RFC4	ENSG00000163918
SEH1L	ENSG00000085415
RPGRIP1	ENSG00000092200
C12orf45	ENSG00000151131
LIMS2	ENSG00000072163
CMKLR1	ENSG00000174600
BTN2A2	ENSG00000124508
PTMAP1	ENSG00000228415
ATAT1	ENSG00000137343
PTN	ENSG00000105894
FAM86DP	ENSG00000244026
RBM22P2	ENSG00000213411
FAM204A	ENSG00000165669
NSRP1	ENSG00000126653
NDUFS8	ENSG00000110717
NAPEPLD	ENSG00000161048
CEP70	ENSG00000114107
	ENSG00000286257
DPCD	ENSG00000166171
CLCC1	ENSG00000121940
CSGALNACT2	ENSG00000169826
XPNPEP1	ENSG00000108039
RASGEF1A	ENSG00000198915
EIF4A2	ENSG00000156976
LINC01006	ENSG00000182648
FBXO41	ENSG00000163013
STX3	ENSG00000166900
CTSS	ENSG00000163131
ACYP2	ENSG00000170634
PNPLA3	ENSG00000100344
CLSTN3	ENSG00000139182
RPL9	ENSG00000163682
ZNF326	ENSG00000162664
USPL1	ENSG00000132952
ABHD1	ENSG00000143994
UPF3A	ENSG00000169062
PSME4	ENSG00000068878
	ENSG00000228031
LINC01001	ENSG00000230724
PIGS	ENSG00000087111
NOP56P3	ENSG00000257956
PARVB	ENSG00000188677
GIT1	ENSG00000108262
BET1L	ENSG00000177951
OPLAH	ENSG00000178814
PREB	ENSG00000138073
PAICS	ENSG00000128050
PTK2	ENSG00000169398
FABP5P7	ENSG00000234964
	ENSG00000254559
RPN1	ENSG00000163902
RMC1	ENSG00000141452
HCAR1	ENSG00000196917
GPSM2	ENSG00000121957
EZH2	ENSG00000106462
ARSB	ENSG00000113273
MFN2	ENSG00000116688
TMEM53	ENSG00000126106
MLF1	ENSG00000178053
SSX2B	ENSG00000268447
KIAA0087	ENSG00000122548
C12orf77	ENSG00000226397
CD9	ENSG00000010278
TNFRSF13C	ENSG00000159958
TSC22D1	ENSG00000102804
RNF220	ENSG00000187147
PANK4	ENSG00000157881
	ENSG00000258472
SRGN	ENSG00000122862
DLG5	ENSG00000151208
MAN1C1	ENSG00000117643
RAB11FIP4	ENSG00000131242
MYD88	ENSG00000172936
ZNF782	ENSG00000196597
MTMR11	ENSG00000014914
RILP	ENSG00000167705
LPIN1	ENSG00000134324
SACS	ENSG00000151835
CKS1B	ENSG00000173207
NPC1	ENSG00000141458
	ENSG00000279175
	ENSG00000280434
SAMM50	ENSG00000100347
PALB2	ENSG00000083093
PAXBP1	ENSG00000159086
HR	ENSG00000168453
APAF1	ENSG00000120868
NOC4L	ENSG00000184967
DLGAP1-AS1	ENSG00000177337
SPIN4	ENSG00000186767
GLIPR1L2	ENSG00000180481
MCFD2	ENSG00000180398
LINC01278	ENSG00000235437
IL17RE	ENSG00000163701
CTNNAL1	ENSG00000119326
AARS1	ENSG00000090861
DLGAP1-AS2	ENSG00000262001
SART3	ENSG00000075856
LINC00327	ENSG00000232977
SIRPB1	ENSG00000101307
	ENSG00000272630
OTX1	ENSG00000115507
PPFIBP1	ENSG00000110841
NNT-AS1	ENSG00000248092
PAPPA	ENSG00000182752
ST8SIA6	ENSG00000148488
	ENSG00000285943
HEYL	ENSG00000163909
CFAP44	ENSG00000206530
NNT	ENSG00000112992
SPRY1	ENSG00000164056
FERMT2	ENSG00000073712
SSH2	ENSG00000141298
ST8SIA6-AS1	ENSG00000204832
NAV2-AS1	ENSG00000254894
NSMCE2	ENSG00000156831
HMGN1	ENSG00000205581
	ENSG00000285517
ABITRAM	ENSG00000119328
	ENSG00000260861
PRKX	ENSG00000183943
KIF16B	ENSG00000089177
RAB10	ENSG00000084733
TMEM88	ENSG00000167874
AEBP1	ENSG00000106624
TTC7A	ENSG00000068724
RBM3	ENSG00000102317
BCL7B	ENSG00000106635
ACSL5	ENSG00000197142
HNRNPLL	ENSG00000143889
DTD1	ENSG00000125821
OSBPL9	ENSG00000117859
SPICE1	ENSG00000163611
SEMA5B	ENSG00000082684
SMIM26	ENSG00000232388
	ENSG00000228748
FLRT2	ENSG00000185070
TAF4	ENSG00000130699
	ENSG00000284776
MN1	ENSG00000169184
HSP90AB3P	ENSG00000183199
TMEM120B	ENSG00000188735
	ENSG00000204620
TRIM16	ENSG00000221926
DENR	ENSG00000139726
BOC	ENSG00000144857
GATA4	ENSG00000136574
WASHC5	ENSG00000164961
PAXBP1-AS1	ENSG00000238197
SPP1	ENSG00000118785
FAM221A	ENSG00000188732
HLA-DRB6	ENSG00000229391
BCR	ENSG00000186716
LINC02609	ENSG00000233593
CHIC1	ENSG00000204116
ANKRD13B	ENSG00000198720
ADAMTS12	ENSG00000151388
NOP9	ENSG00000196943
GPALPP1	ENSG00000133114
RHOF	ENSG00000139725
LPIN3	ENSG00000132793
GNA12	ENSG00000146535
DIP2C	ENSG00000151240
SMN1	ENSG00000172062
LTB4R	ENSG00000213903
NUFIP1	ENSG00000083635
LINC00352	ENSG00000227893
LINC01089	ENSG00000212694
ZNF623	ENSG00000183309
LTB4R2	ENSG00000213906
IFT74	ENSG00000096872
CTSK	ENSG00000143387
TSPAN4	ENSG00000214063
RAB7A	ENSG00000075785
CIDEB	ENSG00000136305
FICD	ENSG00000198855
DDX56	ENSG00000136271
ABHD15	ENSG00000168792
	ENSG00000273270
ACP2	ENSG00000134575
CNDP1	ENSG00000150656
	ENSG00000242588
EMILIN3	ENSG00000183798
	ENSG00000265739
PRR26	ENSG00000180525
COL13A1	ENSG00000197467
	ENSG00000225140
CYTL1	ENSG00000170891
MFSD14C	ENSG00000196312
TLE4	ENSG00000106829
VPS26A	ENSG00000122958
SNX18P13	ENSG00000230965
	ENSG00000286044
TPTEP1	ENSG00000100181
ZDHHC6	ENSG00000023041
FLAD1	ENSG00000160688
ARAP2	ENSG00000047365
PRR5L	ENSG00000135362
NOTCH1	ENSG00000148400
AQR	ENSG00000021776
FTH1P4	ENSG00000242992
CAPG	ENSG00000042493
	ENSG00000283633
	ENSG00000277128
DUXAP9	ENSG00000225210
GLIPR1	ENSG00000139278
CACNA2D4	ENSG00000151062
L3MBTL2	ENSG00000100395
ADAL	ENSG00000168803
SLC22A20P	ENSG00000197847
KIAA0930	ENSG00000100364
